Row #,Species,Count,Location,S/P,Date,LocID,SubID
1448,Swainson's Thrush - Catharus ustulatus,1,RNA Proaves El Dorado--Lodge,CO-MAG,06 Feb 2013,L2141124,S12890134
1449,Black Solitaire - Entomodestes coracinus,2,RNA Las Tangaras--Sendas,CO-CHO,03 Jan 2015,L1402854,S21291721
1450,White-eared Solitaire - Entomodestes leucotis,1,Carretera a Manú--Rocotal,PE-CUS,12 Jul 2012,L599435,S11189693
1451,Pale-breasted Thrush - Turdus leucomelas,1,RNA Proaves El Dorado--Lodge,CO-MAG,19 Jan 2013,L2141124,S12663649
1452,Hauxwell's Thrush - Turdus hauxwelli,1,Cock-of-the-Rock Lodge & Manu Paradise Lodge,PE-CUS,21 Aug 2013,L599445,S15130499
1453,Yellow-legged Thrush - Turdus flavipes,1,RNA Proaves El Dorado--Lodge,CO-MAG,10 Jan 2013,L2141124,S12561060
1454,White-necked Thrush - Turdus albicollis,1,El Dorado ProAves Reserve,CO-MAG,13 Feb 2013,L652746,S12967265
1455,Clay-colored Thrush - Turdus grayi,1,Barranquilla--Barranquilla Plaza Hotel,CO-ATL,18 Jan 2015,L3301973,S21405821
1456,Ecuadorian Thrush - Turdus maculirostris,3,PN Cerros de Amotape--El Caucho Biological Station,PE-TUM,22 Dec 2017,L1953650,S41287770
1457,Varzea Thrush - Turdus sanchezorum,1,43.2 km E of Moyobamba,PE-SAM,18 May 2014,L2919594,S18791722
1458,Pale-eyed Thrush - Turdus leucops,2,Santuario Historico Machu Picchu--Catarata y Jardín Mandor,PE-CUS,08 Dec 2013,L1014805,S16015544
1459,Plumbeous-backed Thrush - Turdus reevei,1,"PE-Lambayeque Region - -6.3809x-79.4749 - Jun 11, 2013, 9:47 PM",PE-LAM,11 Jun 2013,L2221693,S14408234
1460,Lawrence's Thrush - Turdus lawrencii,1,Amazonía Lodge,PE-MDD,22 Aug 2013,L1004838,S15133257
1461,Creamy-bellied Thrush - Turdus amaurochalinus,1,Manú Wildlife Center (Valqui A5.1),PE-MDD,01 Aug 2014,L599450,S19591559
1462,Black-billed Thrush - Turdus ignobilis,1,Erika Lodge,PE-MDD,14 Jul 2012,L1532805,S11189728
1463,Marañon Thrush - Turdus maranonicus,1,Rio Marañón--Balsas (Dept. Cajamarca),PE-CAJ,14 Jun 2013,L2237773,S14467251
1464,Chestnut-bellied Thrush - Turdus fulviventris,1,Hotel Danta to RNA Chamicero del Perijá (upper),CO-CES,06 Feb 2015,L3340910,S22212174
1465,Black-hooded Thrush - Turdus olivater,1,RNA Proaves El Dorado--Lodge,CO-MAG,09 Jan 2013,L2141124,S12570287
1466,Great Thrush - Turdus fuscater,1,Cusco--Cusco--Llaullipata (private reserve),PE-CUS,24 Nov 2011,L1437847,S10503458
1467,Chiguanco Thrush - Turdus chiguanco,10,Cusco--Cusco--Llaullipata (private reserve),PE-CUS,24 Nov 2011,L1437847,S10503458
1468,Andean Slaty Thrush - Turdus nigriceps,1,Cock-of-the-Rock Lodge & Manu Paradise Lodge,PE-CUS,22 Aug 2013,L599445,S15132176
1469,Glossy-black Thrush - Turdus serranus,1,Carretera a Manú--Paso Acjanaco (Valqui A1.1),PE-CUS,07 Dec 2012,L1004908,S12279315
1470,House Sparrow - Passer domesticus,3,Playa Punta Hermosa,PE-LIM,03 Sep 2012,L1764522,S11683241
1471,Peruvian Pipit - Anthus peruvianus,1,Refugio de Vida Silvestre Los Pantanos de Villa--Laguna Costera y Playa - Marvilla,PE-LIM,04 Jan 2013,L855862,S12492581
1472,Short-billed Pipit - Anthus furcatus,1,RN de Junín--Lago Junín/Chinchaycocha,PE-JUN,12 Nov 2013,L846513,S15659676
1473,Correndera Pipit - Anthus correndera,1,RN de Junín--Lago Junín/Chinchaycocha,PE-JUN,13 Nov 2013,L846513,S15659697
1474,Hellmayr's Pipit - Anthus hellmayri,2,Sandia--Alto Inambari--Pampas (reference) (2nd spot),PE-PUN,04 Nov 2020,L12877739,S77111656
1475,Paramo Pipit - Anthus bogotensis,4,Carretera a Manú--Paso Acjanaco (Valqui A1.1),PE-CUS,19 Aug 2013,L1004908,S15122130
1476,Golden-rumped Euphonia - Chlorophonia cyanocephala,1,El Dorado ProAves Reserve,CO-MAG,09 Mar 2014,L652746,S17379903
1477,Blue-naped Chlorophonia - Chlorophonia cyanea,1,Cock-of-the-Rock Lodge & Manu Paradise Lodge,PE-CUS,13 Jul 2012,L599445,S11189685
1478,Chestnut-breasted Chlorophonia - Chlorophonia pyrrhophrys,4,Chamicero del Perijá Proaves Reserve,CO-CES,05 Feb 2015,L3054544,S22211192
1479,Yellow-collared Chlorophonia - Chlorophonia flavirostris,1,Las Tangaras ProAves Reserve,CO-CHO,03 Jan 2015,L856448,S21292010
1480,Orange-crowned Euphonia - Euphonia saturata,2,ACP Chaparrí,PE-LAM,08 May 2016,L767930,S29507563
1481,Plumbeous Euphonia - Euphonia plumbea,1,ACR Cordillera Escalera--Túnel Tarapoto,PE-SAM,19 May 2014,L2273747,S89061243
1482,Purple-throated Euphonia - Euphonia chlorotica,3,"PE-Cajamarca Region-Sucre - -6.8510x-78.0277 - Jun 18, 2013, 4:52 PM",PE-CAJ,14 Jun 2013,L2237777,S14467250
1483,Trinidad Euphonia - Euphonia trinitatis,1,Riohacha--El Ebanal (tollbooth),CO-LAG,06 Feb 2014,L2479279,S16991884
1484,Golden-bellied Euphonia - Euphonia chrysopasta,1,Erika Lodge,PE-MDD,04 Jun 2012,L1532805,S10938878
1485,White-vented Euphonia - Euphonia minuta,1,Pantiacolla Lodge,PE-MDD,22 Sep 2012,L2372696,S11683939
1486,Thick-billed Euphonia - Euphonia laniirostris,1,Amazonía Lodge,PE-MDD,19 Sep 2012,L1004838,S11683877
1487,Orange-bellied Euphonia - Euphonia xanthogaster,1,Cock-of-the-Rock Lodge & Manu Paradise Lodge,PE-CUS,04 Oct 2012,L599445,S11792309
1488,Bronze-green Euphonia - Euphonia mesochrysa,1,Cock-of-the-Rock Lodge & Manu Paradise Lodge,PE-CUS,25 Jul 2014,L599445,S19544092
1489,Rufous-bellied Euphonia - Euphonia rufiventris,3,Pantiacolla Lodge,PE-MDD,22 Sep 2012,L2372696,S11683938
1490,Lesser Goldfinch - Spinus psaltria,2,Hotel Minca,CO-MAG,16 Jan 2014,L2768764,S16395810
1491,Andean Siskin - Spinus spinescens,1,Bellavista (local gardens),CO-MAG,01 Feb 2013,L1915097,S12819625
1492,Yellow-bellied Siskin - Spinus xanthogastrus,2,PN Cerros de Amotape--Estación Policial Cabo Cotrina,PE-TUM,10 Feb 2019,L7516837,S52644115
1493,Thick-billed Siskin - Spinus crassirostris,5,ACP Abra Málaga Thastayoc Royal Cinclodes,PE-CUS,03 Sep 2014,L512692,S20401818
1494,Hooded Siskin - Spinus magellanicus,3,Cusco--Cusco--Llaullipata (private reserve),PE-CUS,03 Dec 2011,L1437847,S10503460
1495,Olivaceous Siskin - Spinus olivaceus,1,Cock-of-the-Rock Lodge & Manu Paradise Lodge,PE-CUS,19 Sep 2012,L599445,S11683874
1496,Black Siskin - Spinus atratus,8,Lago Titicaca--Isla Amantaní,PE-PUN,16 Aug 2012,L2272469,S11402977
1497,Yellow-rumped Siskin - Spinus uropygialis,3,"Yauli, Santa Eulalia loop (extreme east part)",PE-JUN,03 Sep 2017,L7126294,S39151672
1498,Rosy Thrush-Tanager - Rhodinocichla rosea,1,Santa Marta--Minca to El Dorado Road ca. 600-1700 m,CO-MAG,19 Mar 2013,L1895777,S13635480
1499,Tanager Finch - Oreothraupis arremonops,2,La 'M',CO-CHO,06 Jan 2015,L3283729,S21290519
1500,Yellow-throated Chlorospingus - Chlorospingus flavigularis,1,Cock-of-the-Rock Lodge & Manu Paradise Lodge,PE-CUS,13 Jul 2012,L599445,S11189685
1501,Short-billed Chlorospingus - Chlorospingus parvirostris,2,Carretera a Manú--Pillahuata (Valqui A1.2),PE-CUS,02 Jun 2012,L599441,S10938869
1502,Ashy-throated Chlorospingus - Chlorospingus canigularis,4,Bosque de Protección Alto Mayo--Llanteria/Afluente vicinity (km 389-391),PE-SAM,18 May 2014,L1234162,S18791730
1503,Common Chlorospingus - Chlorospingus flavopectus,3,ACP Abra Patricia--Owlet Lodge,PE-AMA,16 Jun 2013,L1849237,S14557247
1504,Dusky Chlorospingus - Chlorospingus semifuscus,2,RNA Las Tangaras--Sendas,CO-CHO,04 Jan 2015,L1402854,S21296016
1505,Tumbes Sparrow - Rhynchospiza stolzmanni,1,Calicantro,PE-LAM,03 Jan 2014,L2513767,S16284311
1506,Grassland Sparrow - Ammodramus humeralis,2,Tropezon--Tahuamanu,PE-MDD,30 May 2015,L3699519,S23794108
1507,Yellow-browed Sparrow - Ammodramus aurifrons,1,C. N. Santa Rosa de Huacaria (613m),PE-CUS,05 May 2012,L1532757,S10700411
1508,Black-striped Sparrow - Arremonops conirostris,1,Minca (y alrededores/general area),CO-MAG,25 Feb 2014,L1161669,S17219600
1509,Tocuyo Sparrow - Arremonops tocuyensis,2,Piculet Trail,CO-LAG,14 Feb 2014,L2642480,S17029128
1510,Sierra Nevada Brushfinch - Arremon basilicus,1,RNA Proaves El Dorado--Lodge,CO-MAG,09 Jan 2013,L2141124,S12570287
1511,Perija Brushfinch - Arremon perijanus,2,Chamicero del Perijá Proaves Reserve,CO-CES,04 Feb 2015,L3054544,S22210298
1512,Gray-browed Brushfinch - Arremon assimilis,1,"PE-Amazonas Region - -6.7243x-77.8412 - Jun 15, 2013, 5:48 AM",PE-AMA,15 Jun 2013,L2357215,S14473646
1513,Orange-billed Sparrow - Arremon aurantiirostris,1,RNA Paujil (Dept. Boyaca),CO-BOY,23 Dec 2014,L743897,S21078157
1514,Black-capped Sparrow - Arremon abeillei,2,Laquipampa,PE-LAM,04 Jan 2014,L2221706,S16284286
1515,Golden-winged Sparrow - Arremon schlegeli,1,Santa Marta--Minca to El Dorado Road ca. 600-1700 m,CO-MAG,20 Mar 2013,L1895777,S13635490
1516,Pectoral Sparrow - Arremon taciturnus,3,Erika Lodge,PE-MDD,23 Oct 2012,L1532805,S12200919
1517,Chestnut-capped Brushfinch - Arremon brunneinucha,1,Santuario Historico Machu Picchu--Machu Picchu Ruinas (Valqui B3.2),PE-CUS,25 Oct 2014,L1004819,S20376698
1518,Olive Finch - Arremon castaneiceps,1,RNA Las Tangaras--Sendas,CO-CHO,04 Jan 2015,L1402854,S21296016
1519,Rufous-collared Sparrow - Zonotrichia capensis,20,Cusco--Cusco--Llaullipata (private reserve),PE-CUS,24 Nov 2011,L1437847,S10503458
1520,White-naped Brushfinch - Atlapetes albinucha,1,Arrierito Antioqueño ProAves Reserve,CO-ANT,29 Dec 2014,L603931,S21291923
1521,Santa Marta Brushfinch - Atlapetes melanocephalus,5,RNA Proaves El Dorado--Lodge,CO-MAG,09 Jan 2013,L2141124,S12570287
1522,White-headed Brushfinch - Atlapetes albiceps,1,Refugio de Vida Silvestre Laquipampa,PE-LAM,13 May 2014,L1810924,S18790593
1523,Rufous-eared Brushfinch - Atlapetes rufigenis,1,Polloc Area detour,PE-CAJ,15 May 2014,L2922284,S18806041
1524,Tricolored Brushfinch - Atlapetes tricolor,3,RNA Las Tangaras--Sendas,CO-CHO,04 Jan 2015,L1402854,S21296016
1525,Slaty Brushfinch - Atlapetes schistaceus,1,La 'M',CO-CHO,06 Jan 2015,L3283729,S21290519
1526,Pale-naped Brushfinch - Atlapetes pallidinucha,1,PNN Chingaza--entrance road Piedras Gordas,CO-CUN,03 Apr 2015,L2841815,S23141680
1527,Yellow-breasted Brushfinch - Atlapetes latinuchus,1,Carretera a Manú--Pillahuata (Valqui A1.2),PE-CUS,02 Jun 2012,L599441,S10938869
1528,White-winged Brushfinch - Atlapetes leucopterus,2,Refugio de Vida Silvestre Laquipampa,PE-LAM,04 Jan 2014,L1810924,S16284282
1529,Bay-crowned Brushfinch - Atlapetes seebohmi,2,Sangal-San Pablo Area,PE-CAJ,14 May 2014,L2922308,S18806025
1530,Rusty-bellied Brushfinch - Atlapetes nationi,2,Upica--San Pedro de Casta--Huarochirí,PE-LIM,28 Apr 2016,L8898151,S29271967
1531,Apurimac Brushfinch - Atlapetes forbesi,2,Carretera Huanipaca,PE-APU,01 Sep 2014,L603365,S19645101
1532,Black-spectacled Brushfinch - Atlapetes melanopsis,1,"-11.6873x-74.8102 - May 2, 2016, 06:51",PE-JUN,02 May 2016,L4559188,S29379030
1533,Cuzco Brushfinch - Atlapetes canigenis,4,Abra Málaga--Upper Temperate Forest (3400-3200m),PE-CUS,13 Oct 2013,L892338,S15396406
1534,Black-faced Brushfinch - Atlapetes melanolaemus,1,Carretera a Manú--Pillahuata (Valqui A1.2),PE-CUS,02 Jun 2012,L599441,S10938869
1535,Bobolink - Dolichonyx oryzivorus,24,Laguna de Huacarpay,PE-CUS,14 Apr 2018,L492963,S44614478
1536,Red-breasted Meadowlark - Leistes militaris,20,Interoceanica Sur--Laberinto a Puerto Maldonado,PE-MDD,07 Aug 2014,L1004849,S19754268
1537,Peruvian Meadowlark - Leistes bellicosus,1,Refugio de Vida Silvestre Los Pantanos de Villa--Laguna Costera y Playa - Marvilla,PE-LIM,07 Jul 2012,L855862,S11123824
1538,Yellow-billed Cacique - Amblycercus holosericeus,1,Cuchilla San Lorenzo,CO-MAG,12 Jan 2013,L2146871,S12579788
1539,Russet-backed Oropendola - Psarocolius angustifrons,1,Carretera a Manú--Pilcopata a Atalaya (500-600m),PE-CUS,05 May 2012,L1004837,S10700382
1540,Dusky-green Oropendola - Psarocolius atrovirens,4,Carretera a Manú--Mirador (1700-1800m),PE-CUS,04 May 2012,L1004830,S10700163
1541,Green Oropendola - Psarocolius viridis,1,Nueva Austria del Sira,PE-HUC,11 Oct 2017,L6342380,S42296733
1542,Crested Oropendola - Psarocolius decumanus,1,Carretera a Manú--Thousand-meter Bridge a Chontachacra (900-1100m),PE-CUS,29 Apr 2012,L1004835,S10605283
1543,Chestnut-headed Oropendola - Psarocolius wagleri,4,Las Tangaras ProAves Reserve,CO-CHO,05 Jan 2015,L856448,S21290577
1544,Olive Oropendola - Psarocolius bifasciatus,2,Manú Learning Centre--Lodge,PE-MDD,12 Jun 2012,L1599931,S11037552
1545,Solitary Black Cacique - Cacicus solitarius,1,Blanquillo Macaw Clay Lick,PE-MDD,26 Sep 2012,L599455,S11683889
1546,Scarlet-rumped Cacique - Cacicus uropygialis,3,Bosque de Protección Alto Mayo--Llanteria/Afluente vicinity (km 389-391),PE-SAM,18 May 2014,L1234162,S18791730
1547,Yellow-rumped Cacique - Cacicus cela,2,Erika Lodge,PE-MDD,06 May 2012,L1532805,S10700794
1548,Mountain Cacique - Cacicus chrysonotus,1,Carretera a Manú--Paso Acjanaco (Valqui A1.1),PE-CUS,20 Apr 2013,L1004908,S15264062
1549,Band-tailed Cacique - Cacicus latirostris,3,Qda. Urcomiraño,PE-LOR,05 Dec 2016,L5127993,S32886382
1550,Red-rumped Cacique - Cacicus haemorrhous,1,Manú Wildlife Center (Valqui A5.1),PE-MDD,31 Aug 2013,L599450,S15158504
1551,Casqued Cacique - Cacicus oseryi,1,Manú Wildlife Center (Valqui A5.1),PE-MDD,08 Oct 2012,L599450,S11792402
1552,Yellow-backed Oriole - Icterus chrysater,3,Campano to Blossomcrown Store (1300-1650m)--Santa Marta montane forest,CO-MAG,25 Feb 2014,L2679514,S17207194
1553,Orange-crowned Oriole - Icterus auricapillus,1,Hotel Minca,CO-MAG,16 Jan 2014,L2768764,S16395810
1554,White-edged Oriole - Icterus graceannae,6,Refugio de Vida Silvestre Laquipampa,PE-LAM,11 Jun 2013,L1810924,S14415288
1555,Yellow-tailed Oriole - Icterus mesomelas,1,Refugio de Vida Silvestre Laquipampa,PE-LAM,11 Jun 2013,L1810924,S14415288
1556,Epaulet Oriole - Icterus cayanensis,1,Manu Birding Lodge,PE-MDD,25 Sep 2012,L3601096,S11683945
1557,Orange-backed Troupial - Icterus croconotus,,"Manu--Manu--Laguna Machuwasi ca. 470 m (trails) [flooded evergreen forest, secondary forest]",PE-MDD,24 Oct 2012,L1630891,S12200921
1558,Yellow Oriole - Icterus nigrogularis,1,Perico (peublo),CO-LAG,21 Feb 2013,L726305,S16050270
1559,Baltimore Oriole - Icterus galbula,1,Minca (y alrededores/general area),CO-MAG,08 Jan 2014,L1161669,S16298101
1560,Shiny Cowbird - Molothrus bonariensis,4,Parque El Olivar,PE-LIM,02 Sep 2012,L826850,S11683207
1561,Bronzed Cowbird - Molothrus aeneus,2,La Terraza Antioqueña,CO-MAG,16 Mar 2014,L2874829,S18535559
1562,Giant Cowbird - Molothrus oryzivorus,6,Trail to Queros (560m),PE-CUS,17 Jun 2012,L1599958,S11037558
1563,Scrub Blackbird - Dives warczewiczi,2,Río Lurín,PE-LIM,07 Jul 2012,L1617595,S11123827
1564,Great-tailed Grackle - Quiscalus mexicanus,6,El Yucal,CO-MAG,05 Feb 2013,L1922638,S12986475
1565,Carib Grackle - Quiscalus lugubris,1,Riohacha--Camarones [deserts and xeric shrublands],CO-LAG,20 Feb 2013,L2568025,S16050880
1566,Red-bellied Grackle - Hypopyrrhus pyrohypogaster,2,Arrierito Antioqueño ProAves Reserve,CO-ANT,29 Dec 2014,L603931,S21291923
1567,Velvet-fronted Grackle - Lampropsar tanagrinus,7,ExplorNapo Lodge--Senda Shimigaycocha,PE-LOR,05 Dec 2016,L1340377,S32886370
1568,Oriole Blackbird - Gymnomystax mexicanus,2,"PE-Amazonas Region - -6.2741x-77.9398 - Jun 19, 2013, 6:13 PM",PE-AMA,15 Jun 2013,L2238781,S14473629
1569,Pale-eyed Blackbird - Agelasticus xanthophthalmus,1,Cocha Machuhuasi,PE-MDD,25 Sep 2011,L9403218,S12282826
1570,Yellow-winged Blackbird - Agelasticus thilius,13,Laguna de Huacarpay,PE-CUS,05 Feb 2012,L492963,S10503463
1571,Yellow-hooded Blackbird - Chrysomus icterocephalus,12,Refugio de Vida Silvestre Los Pantanos de Villa--Laguna Costera y Playa - Marvilla,PE-LIM,07 Jul 2012,L855862,S11123824
1572,Louisiana Waterthrush - Parkesia motacilla,1,Minca (y alrededores/general area),CO-MAG,17 Mar 2015,L1161669,S22421827
1573,Northern Waterthrush - Parkesia noveboracensis,1,Minca (y alrededores/general area),CO-MAG,10 Feb 2014,L1161669,S16882909
1574,Black-and-white Warbler - Mniotilta varia,1,Cuchilla San Lorenzo,CO-MAG,12 Jan 2013,L2146871,S12579792
1575,Prothonotary Warbler - Protonotaria citrea,1,Riohacha--Camarones [deserts and xeric shrublands],CO-LAG,07 Feb 2014,L2568025,S16995261
1576,Tennessee Warbler - Leiothlypis peregrina,1,RNA Proaves El Dorado--Lodge,CO-MAG,09 Jan 2013,L2141124,S12570287
1577,Connecticut Warbler - Oporornis agilis,1,Minca (y alrededores/general area),CO-MAG,10 Feb 2014,L1161669,S16882909
1578,Masked Yellowthroat - Geothlypis aequinoctialis,1,"PE-Cajamarca Region - -6.8470x-77.9688 - Jun 18, 2013, 4:58 PM",PE-AMA,14 Jun 2013,L2237788,S14467248
1579,Mourning Warbler - Geothlypis philadelphia,1,Minca (y alrededores/general area),CO-MAG,06 Feb 2014,L1161669,S16988687
1580,American Redstart - Setophaga ruticilla,2,Santa Marta--Minca to El Dorado Road ca. 600-1700 m,CO-MAG,19 Mar 2013,L1895777,S13635480
1581,Cerulean Warbler - Setophaga cerulea,1,Flor de Café/Plataforma,PE-SAM,24 Dec 2016,L2455165,S33182475
1582,Tropical Parula - Setophaga pitiayumi,2,Cock-of-the-Rock Lodge & Manu Paradise Lodge,PE-CUS,17 Sep 2012,L599445,S11683870
1583,Magnolia Warbler - Setophaga magnolia,1,Betoma (pasture area),CO-MAG,19 Mar 2014,L1907517,S18548239
1584,Bay-breasted Warbler - Setophaga castanea,1,RNA Paujil (Dept. Boyaca),CO-BOY,23 Dec 2014,L743897,S21078157
1585,Blackburnian Warbler - Setophaga fusca,1,RNA Proaves El Dorado--Lodge,CO-MAG,09 Jan 2013,L2141124,S12570287
1586,Yellow Warbler - Setophaga petechia,1,Santa Marta--Minca to El Dorado Road ca. 600-1700 m,CO-MAG,20 Jan 2013,L1895777,S12677276
1587,Blackpoll Warbler - Setophaga striata,1,PNN Tayrona,CO-MAG,20 Jan 2015,L465334,S21441526
1588,Palm Warbler - Setophaga palmarum,1,Riohacha--Camarones [deserts and xeric shrublands],CO-LAG,14 Jan 2014,L2568025,S16417011
1589,Black-throated Green Warbler - Setophaga virens,1,El Dorado ProAves Reserve,CO-MAG,15 Feb 2013,L652746,S12967353
1590,Chestnut-capped Warbler - Basileuterus delattrii,1,Hotel Minca,CO-MAG,07 Mar 2013,L2768764,S13641297
1591,Golden-crowned Warbler - Basileuterus culicivorus,1,Hotel Minca,CO-MAG,07 Mar 2013,L2768764,S13641297
1592,Three-striped Warbler - Basileuterus tristriatus,1,Paucartambo--Kosñipata--Santa Isabel--Orquí­deas Lodge ca. 1400 m,PE-CUS,30 Jul 2012,L1630901,S11299285
1593,Three-banded Warbler - Basileuterus trifasciatus,6,Refugio de Vida Silvestre Laquipampa,PE-LAM,04 Jan 2014,L1810924,S16284282
1594,Santa Marta Warbler - Myiothlypis basilica,4,Cuchilla San Lorenzo,CO-MAG,11 Jan 2013,L2146871,S12570377
1595,Citrine Warbler - Myiothlypis luteoviridis,2,Wayqecha Cloud Forest Birding Lodge,PE-CUS,07 Dec 2012,L1004824,S12279316
1596,Pale-legged Warbler - Myiothlypis signata,1,Santuario Historico Machu Picchu--Machu Picchu Ruinas (Valqui B3.2),PE-CUS,08 Dec 2013,L1004819,S15941019
1597,Black-crested Warbler - Myiothlypis nigrocristata,2,"PE-Cajamarca Region - -7.2704x-78.5187 - Jun 12, 2013, 8:54 PM",PE-CAJ,12 Jun 2013,L2223115,S14473552
1598,Buff-rumped Warbler - Myiothlypis fulvicauda,1,Carretera a Manú--Pilcopata a Atalaya (500-600m),PE-CUS,05 May 2012,L1004837,S10700382
1599,Two-banded Warbler - Myiothlypis bivittata,,Cock-of-the-Rock Lodge & Manu Paradise Lodge,PE-CUS,19 Sep 2012,L599445,S11683874
1600,Golden-bellied Warbler - Myiothlypis chrysogaster,1,Erika Lodge,PE-MDD,14 Jul 2012,L1532805,S11189728
1601,Gray-throated Warbler - Myiothlypis cinereicollis,1,Chamicero del Perijá Proaves Reserve,CO-CES,04 Feb 2015,L3054544,S22210298
1602,White-lored Warbler - Myiothlypis conspicillata,4,Cuchilla San Lorenzo,CO-MAG,12 Jan 2013,L2146871,S12579788
1603,Gray-and-gold Warbler - Myiothlypis fraseri,3,Refugio de Vida Silvestre Laquipampa,PE-LAM,11 Jun 2013,L1810924,S14415288
1604,Russet-crowned Warbler - Myiothlypis coronata,,Cock-of-the-Rock Lodge & Manu Paradise Lodge,PE-CUS,23 Oct 2012,L599445,S12200914
1605,Canada Warbler - Cardellina canadensis,1,Las Tangaras ProAves Reserve,CO-CHO,03 Jan 2015,L856448,S21292010
1606,Slate-throated Redstart - Myioborus miniatus,1,Carretera a Manú--Tanager Corner a Thousand-meter Bridge (1100-1300m),PE-CUS,29 Apr 2012,L1004833,S10605282
1607,Brown-capped Redstart - Myioborus brunniceps,1,Sandia--Alto Inambari--Palmera (2nd spot),PE-PUN,04 Nov 2020,L12877694,S77111398
1608,Yellow-crowned Redstart - Myioborus flavivertex,2,Cuchilla San Lorenzo,CO-MAG,11 Jan 2013,L2146871,S12570377
1609,Golden-fronted Redstart - Myioborus ornatus,2,La 'M',CO-CHO,06 Jan 2015,L3283729,S21290519
1610,Spectacled Redstart - Myioborus melanocephalus,2,Carretera a Manú--Pillahuata (Valqui A1.2),PE-CUS,02 Jun 2012,L599441,S10938869
1611,Red-billed Pied Tanager - Lamprospiza melanoleuca,4,Manu Birding Lodge,PE-MDD,25 Sep 2012,L3601096,S11683945
1612,Hepatic Tanager - Piranga flava,1,Santuario Historico Machu Picchu--Avenida Hermanos Ayar,PE-CUS,01 Oct 2012,L1004820,S11787540
1613,Summer Tanager - Piranga rubra,1,Minca (y alrededores/general area),CO-MAG,08 Jan 2014,L1161669,S16298101
1614,Scarlet Tanager - Piranga olivacea,1,El Dorado ProAves Reserve,CO-MAG,09 Apr 2013,L652746,S13695078
1615,White-winged Tanager - Piranga leucoptera,1,Bosque de Protección Alto Mayo--Llanteria/Afluente vicinity (km 389-391),PE-SAM,18 May 2014,L1234162,S18791730
1616,Red-hooded Tanager - Piranga rubriceps,3,ACP Abra Patricia--Owlet Lodge,PE-AMA,14 Aug 2019,L1849237,S64198113
1617,Red-crowned Ant-Tanager - Habia rubica,1,Manu Tented Camp,PE-MDD,28 Aug 2013,L8231282,S15144135
1618,Sooty Ant-Tanager - Habia gutturalis,1,RNA Paujil (Dept. Boyaca),CO-BOY,25 Dec 2014,L743897,S21078199
1619,Crested Ant-Tanager - Habia cristata,2,RNA Las Tangaras--Sendas,CO-CHO,04 Jan 2015,L1402854,S21296016
1620,Carmiol's Tanager - Chlorothraupis carmioli,1,Erika Lodge,PE-MDD,04 Aug 2012,L1532805,S11299405
1621,Vermilion Cardinal - Cardinalis phoeniceus,1,SFF Los Flamencos--Km 1,CO-LAG,13 Jan 2014,L2567451,S16414001
1622,Golden Grosbeak - Pheucticus chrysogaster,1,Cuchilla San Lorenzo,CO-MAG,12 Jan 2013,L2146871,S12579788
1623,Black-backed Grosbeak - Pheucticus aureoventris,1,Cusco--Cusco--Llaullipata (private reserve),PE-CUS,03 Dec 2011,L1437847,S10503460
1624,Rose-breasted Grosbeak - Pheucticus ludovicianus,1,Cuchilla San Lorenzo,CO-MAG,12 Jan 2013,L2146871,S12579788
1625,Blue-black Grosbeak - Cyanoloxia cyanoides,1,Santa Marta--Minca to El Dorado Road ca. 600-1700 m,CO-MAG,19 Mar 2013,L1895777,S13635480
1626,Amazonian Grosbeak - Cyanoloxia rothschildii,1,Amazonía Lodge,PE-MDD,20 Sep 2012,L1004838,S11683878
1627,Blue Grosbeak - Passerina caerulea,1,Riohacha--Camarones [deserts and xeric shrublands],CO-LAG,14 Feb 2015,L2568025,S21952079
1628,Indigo Bunting - Passerina cyanea,4,Santa Marta--Minca to El Dorado Road ca. 600-1700 m,CO-MAG,19 Mar 2013,L1895777,S13635480
1629,Red-crested Cardinal - Paroaria coronata,1,Parque Benemérita Guardia Civil,PE-LIM,31 May 2016,L5469800,S30013039
1630,Red-capped Cardinal - Paroaria gularis,1,Cocha Machuhuasi,PE-MDD,06 May 2012,L9403218,S10700796
1631,Black-faced Tanager - Schistochlamys melanopis,2,Carretera Upaquihua,PE-SAM,17 Jun 2013,L976323,S14473591
1632,Magpie Tanager - Cissopis leverianus,1,C. N. Santa Rosa de Huacaria (613m),PE-CUS,16 Jun 2012,L1532757,S11037375
1633,Black-and-white Tanager - Conothraupis speculigera,2,PN Cerros de Amotape--Estación Policial Cabo Cotrina,PE-TUM,10 Feb 2019,L7516837,S52644115
1634,White-capped Tanager - Sericossypha albocristata,4,Fundo Alto Nieva,PE-AMA,26 May 2016,L3324136,S29961088
1635,Hooded Tanager - Nemosia pileata,2,Blanquillo Macaw Clay Lick,PE-MDD,01 Sep 2013,L599455,S15166580
1636,Rufous-crested Tanager - Creurgops verticalis,1,Bosque de Protección Alto Mayo--Llanteria/Afluente vicinity (km 389-391),PE-SAM,18 May 2014,L1234162,S18791730
1637,Slaty Tanager - Creurgops dentatus,1,Carretera a Manú--Rocotal Superior (2200-2400m),PE-CUS,22 Jul 2012,L1004827,S11210237
1638,Black-capped Hemispingus - Kleinothraupis atropileus,3,Abra Málaga--Upper Temperate Forest (3400-3200m),PE-CUS,13 Oct 2013,L892338,S15396406
