Row #,Species,Count,Location,S/P,Date,LocID,SubID
616,Many-banded Aracari - Pteroglossus pluricinctus,1,ExplorNapo Lodge,PE-LOR,05 Dec 2016,L592623,S32885721
617,Ivory-billed Aracari - Pteroglossus azara,3,Amazonía Lodge,PE-MDD,20 Sep 2012,L1004838,S11683879
618,Curl-crested Aracari - Pteroglossus beauharnaisii,2,Manu Birding Lodge,PE-MDD,25 Sep 2012,L3601096,S11683945
619,Golden-collared Toucanet - Selenidera reinwardtii,1,Manu Birding Lodge,PE-MDD,25 Sep 2012,L3601096,S11683945
620,Yellow-throated Toucan - Ramphastos ambiguus,3,Hotel Danta to RNA Chamicero del Perijá (upper),CO-CES,06 Feb 2015,L3340910,S22212174
621,White-throated Toucan - Ramphastos tucanus,2,Erika Lodge,PE-MDD,06 May 2012,L1532805,S10700794
622,Keel-billed Toucan - Ramphastos sulfuratus,1,El Dorado ProAves Reserve,CO-MAG,27 Jan 2013,L652746,S12753607
623,Choco Toucan - Ramphastos brevis,2,PN Cerros de Amotape--Estación Policial Campo Verde,PE-TUM,23 Dec 2017,L4320430,S41287944
624,Channel-billed Toucan - Ramphastos vitellinus,2,Manu Birding Lodge,PE-MDD,24 Sep 2012,L3601096,S11683944
625,Bar-breasted Piculet - Picumnus aurifrons,1,Blanquillo Macaw Clay Lick,PE-MDD,01 Sep 2013,L599455,S15166580
626,Lafresnaye's Piculet - Picumnus lafresnayi,1,Complejo Turístico Yacumama,PE-SAM,18 May 2014,L1587052,S18791727
627,Ecuadorian Piculet - Picumnus sclateri,1,Huabal (pueblo),PE-PIU,19 Aug 2016,L2702852,S31305076
628,Scaled Piculet - Picumnus squamulatus,3,Santa Marta--Minca to El Dorado Road ca. 600-1700 m,CO-MAG,19 Mar 2013,L1895777,S13635480
629,Speckle-chested Piculet - Picumnus steindachneri,1,Reserva Huembo,PE-AMA,13 May 2016,L4544573,S29665343
630,Ocellated Piculet - Picumnus dorbignyanus,1,Santuario Historico Machu Picchu--Avenida Hermanos Ayar,PE-CUS,08 Dec 2013,L1004820,S16015477
631,Rufous-breasted Piculet - Picumnus rufiventris,1,Erika Lodge,PE-MDD,03 Jun 2012,L1532805,S10938877
632,Plain-breasted Piculet - Picumnus castelnau,1,Rio Napo--Vecindad ExplorNapo,PE-LOR,10 Dec 2016,L1313704,S32955802
633,Fine-barred Piculet - Picumnus subtilis,1,Amazonía Lodge,PE-MDD,03 Oct 2015,L1004838,S25552412
634,Olivaceous Piculet - Picumnus olivaceus,1,RNA Paujil (Dept. Boyaca),CO-BOY,23 Dec 2014,L743897,S21078157
635,Chestnut Piculet - Picumnus cinnamomeus,2,Perico (peublo),CO-LAG,21 Feb 2013,L726305,S16050270
636,Yellow-tufted Woodpecker - Melanerpes cruentatus,,Trail to Queros (560m),PE-CUS,17 Jun 2012,L1599958,S11037558
637,Beautiful Woodpecker - Melanerpes pulcher,3,RNA Paujil (Dept. Boyaca),CO-BOY,25 Dec 2014,L743897,S21078199
638,Black-cheeked Woodpecker - Melanerpes pucherani,1,Naranjal--Taura--Tres Cerritos--Troncal de la Costa,EC-G,18 Feb 2020,L10812595,S64768897
639,Red-crowned Woodpecker - Melanerpes rubricapillus,1,Santa Marta--Minca to El Dorado Road ca. 600-1700 m,CO-MAG,20 Jan 2013,L1895777,S12677276
640,Smoky-brown Woodpecker - Dryobates fumigatus,1,El Dorado ProAves Reserve,CO-MAG,05 Mar 2013,L652746,S13641250
641,Red-rumped Woodpecker - Dryobates kirkii,4,Via Parque Isla de Salamanca--Centro Administrativo Los Cocos,CO-MAG,15 Feb 2014,L1856337,S17056111
642,Little Woodpecker - Dryobates passerinus,1,Paucartambo--Kosñipata--Comunidad Nativa Queros Wachiperi ca. 590 m (native community),PE-CUS,21 Jul 2013,L1599945,S14788228
643,Scarlet-backed Woodpecker - Dryobates callonotus,5,Santuario Historico Bosque de Pómac,PE-LAM,11 Jun 2013,L760816,S14408230
644,Yellow-vented Woodpecker - Dryobates dignus,2,RNA Las Tangaras--Sendas,CO-CHO,03 Jan 2015,L1402854,S21291721
645,Bar-bellied Woodpecker - Dryobates nigriceps,2,ACP Abra Málaga (Valqui B2),PE-CUS,29 Sep 2014,L492973,S20406314
646,Red-stained Woodpecker - Dryobates affinis,1,Carretera a Manú--Patria (600-900m),PE-CUS,09 Dec 2012,L1004836,S12279326
647,Crimson-bellied Woodpecker - Campephilus haematogaster,1,Carretera a Manú--Túneles Pillahuata (2200-2500m),PE-CUS,20 Jul 2018,L599443,S47616626
648,Red-necked Woodpecker - Campephilus rubricollis,2,Romero Rainforest Lodge (300m),PE-MDD,26 Aug 2013,L2350758,S15140187
649,Crimson-crested Woodpecker - Campephilus melanoleucos,1,Erika Lodge,PE-MDD,24 Jul 2012,L1532805,S11210242
650,Guayaquil Woodpecker - Campephilus gayaquilensis,2,PN Cerros de Amotape--Estación Policial Campo Verde,PE-TUM,24 Dec 2017,L4320430,S41288053
651,Lineated Woodpecker - Dryocopus lineatus,1,Cocha Machuhuasi,PE-MDD,03 Aug 2012,L9403218,S11299404
652,Cinnamon Woodpecker - Celeus loricatus,1,Ecoparque Los Besotes--Campamento Base,CO-CES,04 Feb 2015,L4307193,S22019611
653,Ringed Woodpecker - Celeus torquatus,1,Romero Rainforest Lodge (300m),PE-MDD,26 Aug 2013,L2350758,S15140187
654,Scale-breasted Woodpecker - Celeus grammicus,1,Refugio Amazonas Lodge,PE-MDD,06 Jul 2016,L2429729,S30574833
655,Cream-colored Woodpecker - Celeus flavus,3,Manú Wildlife Center (Valqui A5.1),PE-MDD,03 May 2014,L599450,S18252399
656,Rufous-headed Woodpecker - Celeus spectabilis,1,Pantiacolla Lodge,PE-MDD,27 Sep 2012,L2372696,S11683949
657,Chestnut Woodpecker - Celeus elegans,1,"PE-San Martin - -6.7354x-76.2335 - Jun 21, 2013, 10:05 AM",PE-SAM,18 Jun 2013,L2240932,S14473582
658,White-throated Woodpecker - Piculus leucolaemus,1,Manu Birding Lodge,PE-MDD,25 Sep 2012,L3601096,S11683945
659,Yellow-throated Woodpecker - Piculus flavigula,1,Amazon Conservatory of Tropical Studies Field Station,PE-LOR,08 Dec 2016,L1340381,S32926654
660,Golden-green Woodpecker - Piculus chrysochloros,2,Manu Tented Camp,PE-MDD,29 Aug 2013,L8231282,S15147136
661,Golden-olive Woodpecker - Colaptes rubiginosus,2,Santuario Historico Machu Picchu--Avenida Hermanos Ayar,PE-CUS,01 Oct 2012,L1004820,S11787540
662,Crimson-mantled Woodpecker - Colaptes rivolii,1,Carretera a Manú--Túneles Pillahuata (2200-2500m),PE-CUS,30 Oct 2012,L599443,S12201170
663,Black-necked Woodpecker - Colaptes atricollis,1,San Marcos (pueblo),PE-CAJ,13 Jun 2013,L976503,S14415296
664,Spot-breasted Woodpecker - Colaptes punctigula,1,Cocha Salvador,PE-MDD,02 Nov 2012,L611716,S12201177
665,Andean Flicker - Colaptes rupicola,1,Cusco--Cusco--Llaullipata (private reserve),PE-CUS,24 Nov 2011,L1437847,S10503458
666,Barred Forest-Falcon - Micrastur ruficollis,1,RNA Proaves El Dorado--Lodge,CO-MAG,11 Jan 2013,L2141124,S12570391
667,Lined Forest-Falcon - Micrastur gilvicollis,1,Romero Rainforest Lodge (300m),PE-MDD,26 Aug 2013,L2350758,S15140187
668,Collared Forest-Falcon - Micrastur semitorquatus,1,Cuchilla San Lorenzo,CO-MAG,12 Jan 2013,L2146871,S12579792
669,Buckley's Forest-Falcon - Micrastur buckleyi,1,Blanquillo Macaw Clay Lick,PE-MDD,06 Oct 2015,L599455,S25712150
670,Black Caracara - Daptrius ater,2,Trail to Queros (560m),PE-CUS,17 Jun 2012,L1599958,S11037558
671,Red-throated Caracara - Ibycter americanus,1,Collpa Mascoitania,PE-MDD,06 May 2012,L1532813,S10700795
672,Carunculated Caracara - Phalcoboenus carunculatus,2,"Ecuador--?--?--Vía Cuenca - Molleturo - Puerto Inca, Cuenca EC-Azuay (-2.8143,-79.1497)",EC-A,18 Feb 2020,L10812568,S64768769
673,Mountain Caracara - Phalcoboenus megalopterus,1,Isla Taquile,PE-PUN,17 Aug 2012,L612160,S11402960
674,Crested Caracara - Caracara plancus,1,El Yucal,CO-MAG,05 Feb 2013,L1922638,S12986475
675,Yellow-headed Caracara - Milvago chimachima,2,Hotel Minca,CO-MAG,19 Mar 2013,L2768764,S13641670
676,Laughing Falcon - Herpetotheres cachinnans,,Paucartambo--Kosñipata--Comunidad Nativa Queros Wachiperi ca. 590 m (native community),PE-CUS,18 Jun 2012,L1599945,S11037560
677,American Kestrel - Falco sparverius,1,Cusco--Cusco--Llaullipata (private reserve),PE-CUS,03 Dec 2011,L1437847,S10503460
678,Merlin - Falco columbarius,1,Riohacha--Camarones [deserts and xeric shrublands],CO-LAG,14 Jan 2014,L2568025,S16417011
679,Aplomado Falcon - Falco femoralis,2,Cusco--Cusco--Llaullipata (private reserve),PE-CUS,24 Nov 2011,L1437847,S10503458
680,Bat Falcon - Falco rufigularis,2,Collpa Mascoitania,PE-MDD,06 May 2012,L1532813,S10700795
681,Orange-breasted Falcon - Falco deiroleucus,1,Urbanización Los Pinos--La Banda de Shilcayo--San Martín,PE-SAM,18 Jun 2013,L19753557,S14473575
682,Peregrine Falcon - Falco peregrinus,1,Cusco--Cusco--Llaullipata (private reserve),PE-CUS,03 Dec 2011,L1437847,S10503460
683,Scarlet-shouldered Parrotlet - Touit huetii,12,Amazonía Lodge,PE-MDD,24 Aug 2013,L1004838,S15135640
684,Blue-fronted Parrotlet - Touit dilectissimus,8,Arrierito Antioqueño ProAves Reserve,CO-ANT,01 Jan 2015,L603931,S21291966
685,Spot-winged Parrotlet - Touit stictopterus,8,Waqanki/Quebrada Mishquiyaquillo--Senda Cresta (Trail to Ridge),PE-SAM,12 Aug 2019,L1652750,S64198043
686,Mountain Parakeet - Psilopsiagon aurifrons,17,Río Seco--Cieneguilla--Lima,PE-LIM,06 Jan 2013,L1876532,S12548040
687,Barred Parakeet - Bolborhynchus lineola,1,El Dorado ProAves Reserve,CO-MAG,18 Feb 2013,L652746,S13173653
688,Andean Parakeet - Bolborhynchus orbygnesius,20,Carretera a Manú--Rocotal Medio (2000-2200m),PE-CUS,26 Jul 2014,L1004828,S19544656
689,Amazonian Parrotlet - Nannopsittaca dachilleae,6,Manú Wildlife Center (Valqui A5.1),PE-MDD,27 Jun 2014,L599450,S25433168
690,Tui Parakeet - Brotogeris sanctithomae,18,Rio Alto Madre de Dios--Amazonia Lodge a Boca Manú,PE-MDD,24 Sep 2012,L1004839,S11683886
691,White-winged Parakeet - Brotogeris versicolurus,1,"San Miguel, streets",PE-LIM,30 Mar 2014,L2748284,S17696664
692,Orange-chinned Parakeet - Brotogeris jugularis,,Hotel Minca,CO-MAG,20 Jan 2013,L2768764,S12676878
693,Cobalt-winged Parakeet - Brotogeris cyanoptera,4,Carretera a Manú--Pilcopata a Atalaya (500-600m),PE-CUS,05 May 2012,L1004837,S10700383
694,Black-winged Parrot - Hapalopsittaca melanotis,2,Bosque Shollet,PE-PAS,30 Apr 2016,L2264647,S29313345
695,Orange-cheeked Parrot - Pyrilia barrabandi,12,Blanquillo Macaw Clay Lick,PE-MDD,08 Oct 2012,L599455,S11792328
696,Red-billed Parrot - Pionus sordidus,3,Cuchilla San Lorenzo,CO-MAG,12 Jan 2013,L2146871,S12579788
697,Speckle-faced Parrot - Pionus tumultuosus,4,Santuario Historico Machu Picchu--Avenida Hermanos Ayar,PE-CUS,01 Oct 2012,L1004820,S11787540
698,Blue-headed Parrot - Pionus menstruus,24,Collpa Mascoitania,PE-MDD,06 May 2012,L1532813,S10700795
699,Bronze-winged Parrot - Pionus chalcopterus,4,ACR Angostura Faical--Camino a El Caucho Biological Station,PE-TUM,22 Dec 2017,L1932326,S41287716
700,Short-tailed Parrot - Graydidascalus brachyurus,16,Rio Napo--Vecindad ExplorNapo,PE-LOR,05 Dec 2016,L1313704,S32886047
701,Yellow-crowned Parrot - Amazona ochrocephala,17,Collpa Mascoitania,PE-MDD,06 May 2012,L1532813,S10700795
702,Mealy Parrot - Amazona farinosa,1,Manu Birding Lodge,PE-MDD,25 Sep 2012,L3601096,S11683945
703,Orange-winged Parrot - Amazona amazonica,1,ExplorNapo Lodge,PE-LOR,04 Dec 2016,L592623,S32873173
704,Scaly-naped Parrot - Amazona mercenarius,6,Cock-of-the-Rock Lodge & Manu Paradise Lodge,PE-CUS,02 Aug 2012,L599445,S11299399
705,Dusky-billed Parrotlet - Forpus modestus,20,Manú Wildlife Center (Valqui A5.1),PE-MDD,06 Aug 2014,L599450,S19608635
706,Riparian Parrotlet - Forpus crassirostris,4,Carretera 5N--Manzana a Yuracyacu,PE-SAM,18 May 2014,L976329,S18791729
707,Green-rumped Parrotlet - Forpus passerinus,4,Riohacha--Camarones [deserts and xeric shrublands],CO-LAG,14 Jan 2014,L2568025,S16417011
708,Pacific Parrotlet - Forpus coelestis,1,Río Lurín,PE-LIM,07 Jul 2012,L1617595,S11123827
709,Yellow-faced Parrotlet - Forpus xanthops,2,"PE-Cajamarca Region-Sucre - -6.8510x-78.0277 - Jun 18, 2013, 4:52 PM",PE-CAJ,14 Jun 2013,L2237777,S14467250
710,Black-headed Parrot - Pionites melanocephalus,4,ExplorNapo Lodge--Amazon Canopy Walkway,PE-LOR,06 Dec 2016,L3404502,S32899296
711,White-bellied Parrot - Pionites leucogaster,6,Manu Birding Lodge,PE-MDD,25 Sep 2012,L3601096,S11683945
712,Rose-fronted Parakeet - Pyrrhura roseifrons,16,Manu Birding Lodge,PE-MDD,25 Sep 2012,L3601096,S11683945
713,Santa Marta Parakeet - Pyrrhura viridicata,3,Cuchilla San Lorenzo,CO-MAG,11 Jan 2013,L2146871,S12570383
714,Maroon-tailed Parakeet - Pyrrhura melanura,3,túnel ,PE-SAM,14 May 2016,L4604715,S29681598
715,Black-capped Parakeet - Pyrrhura rupicola,5,Lago Valencia--Canal,PE-MDD,06 Dec 2013,L1829171,S15939480
716,White-necked Parakeet - Pyrrhura albipectus,3,Los Encuentros-Paquisha Alto road/Zarza Reserve,EC-Z,17 Feb 2020,L3636240,S64691505
717,Brown-throated Parakeet - Eupsittula pertinax,6,El Yucal,CO-MAG,05 Feb 2013,L1922638,S12986475
718,Dusky-headed Parakeet - Aratinga weddellii,2,Carretera a Manú--Pilcopata a Atalaya (500-600m),PE-CUS,03 Jun 2012,L1004837,S10938875
719,Red-bellied Macaw - Orthopsittaca manilatus,3,Manu Birding Lodge,PE-MDD,25 Sep 2012,L3601096,S11683945
720,Blue-headed Macaw - Primolius couloni,1,Manú Learning Centre--Lodge,PE-MDD,12 Jun 2012,L1599931,S11037551
721,Blue-and-yellow Macaw - Ara ararauna,1,C. N. Santa Rosa de Huacaria (613m),PE-CUS,05 May 2012,L1532757,S10700411
722,Chestnut-fronted Macaw - Ara severus,2,Carretera a Manú--Pilcopata a Atalaya (500-600m),PE-CUS,05 May 2012,L1004837,S10700382
723,Military Macaw - Ara militaris,10,Hotel Minca,CO-MAG,19 Mar 2013,L2768764,S13641645
724,Scarlet Macaw - Ara macao,2,C. N. Santa Rosa de Huacaria (613m),PE-CUS,05 May 2012,L1532757,S10700411
725,Red-and-green Macaw - Ara chloropterus,2,Erika Lodge,PE-MDD,23 Jul 2012,L1532805,S11210232
726,Golden-plumed Parakeet - Leptosittaca branickii,25,"PE-Amazonas Region - -6.7784x-77.9001 - Jun 18, 2013, 5:05 PM",PE-AMA,14 Jun 2013,L2237800,S14467244
727,Yellow-eared Parrot - Ognorhynchus icterotis,1,RNA Las Tangaras--Sendas,CO-CHO,04 Jan 2015,L1402854,S21296016
728,Scarlet-fronted Parakeet - Psittacara wagleri,1,RNA Proaves El Dorado--Lodge,CO-MAG,10 Jan 2013,L2141124,S12561060
729,Mitred Parakeet - Psittacara mitratus,2,Playa Punta Hermosa,PE-LIM,03 Sep 2012,L1764522,S11683241
730,Red-masked Parakeet - Psittacara erythrogenys,4,"PE-Lambayeque Region - -6.3580x-79.4432 - Jun 11, 2013, 9:49 PM",PE-LAM,11 Jun 2013,L2221695,S14408233
731,White-eyed Parakeet - Psittacara leucophthalmus,8,C. N. Santa Rosa de Huacaria (613m),PE-CUS,05 May 2012,L1532757,S10700411
732,Rufous-rumped Antwren - Euchrepomis callinota,2,Villa Hermosa,PE-AMA,27 May 2016,L4649901,S29961215
733,Chestnut-shouldered Antwren - Euchrepomis humeralis,1,Cocha Camungo,PE-MDD,29 Jun 2016,L758592,S30503120
734,Yellow-rumped Antwren - Euchrepomis sharpei,1,Cock-of-the-Rock Lodge & Manu Paradise Lodge,PE-CUS,24 Jul 2016,L599445,S31277815
735,Fasciated Antshrike - Cymbilaimus lineatus,,Carretera a Manú--Patria (600-900m),PE-CUS,09 Dec 2012,L1004836,S12279324
736,Bamboo Antshrike - Cymbilaimus sanctaemariae,,Manú Learning Centre--Lodge,PE-MDD,14 Jun 2012,L1599931,S11037555
737,Great Antshrike - Taraba major,,Erika Lodge,PE-MDD,04 Jun 2012,L1532805,S10938878
738,Black-crested Antshrike - Sakesphorus canadensis,1,Riohacha--Camarones [deserts and xeric shrublands],CO-LAG,20 Feb 2013,L2568025,S16050880
739,Barred Antshrike - Thamnophilus doliatus,1,C. N. Santa Rosa de Huacaria (613m),PE-CUS,05 May 2012,L1532757,S10700411
740,Rufous-capped Antshrike - Thamnophilus ruficapillus,1,Abra Barro Negro,PE-AMA,16 May 2014,L983325,S18802425
741,Chapman's Antshrike - Thamnophilus zarumae,1,Refugio de Vida Silvestre Laquipampa,PE-LAM,04 Jan 2014,L1810924,S16284282
742,Bar-crested Antshrike - Thamnophilus multistriatus,1,Arrierito Antioqueño ProAves Reserve,CO-ANT,29 Dec 2014,L603931,S21291923
743,Lined Antshrike - Thamnophilus tenuepunctatus,1,Bosque de Protección Alto Mayo--Llanteria/Afluente vicinity (km 389-391),PE-SAM,16 Jun 2013,L1234162,S14473613
744,Chestnut-backed Antshrike - Thamnophilus palliatus,1,Carretera a Manú--Tanager Corner a Thousand-meter Bridge (1100-1300m),PE-CUS,03 Jun 2012,L1004833,S10938874
745,Collared Antshrike - Thamnophilus bernardi,3,Refugio de Vida Silvestre Laquipampa,PE-LAM,11 Jun 2013,L1810924,S14415288
746,Black-crowned Antshrike - Thamnophilus atrinucha,2,Santa Marta--Minca to El Dorado Road ca. 600-1700 m,CO-MAG,19 Mar 2013,L1895777,S13635480
747,Plain-winged Antshrike - Thamnophilus schistaceus,,C. N. Santa Rosa de Huacaria (613m),PE-CUS,05 May 2012,L1532757,S10700411
748,Mouse-colored Antshrike - Thamnophilus murinus,2,Nueva Austria del Sira to Hospital Campsite (330m to 770m),PE-HUC,06 Oct 2017,L6342435,S39858924
749,Castelnau's Antshrike - Thamnophilus cryptoleucus,1,Rio Napo--Vecindad ExplorNapo,PE-LOR,05 Dec 2016,L1313704,S32886023
750,Northern Slaty-Antshrike - Thamnophilus punctatus,1,"PE-San Martin - -6.5800x-76.3007 - Jun 19, 2013, 6:21 PM",PE-SAM,17 Jun 2013,L2240361,S14473595
751,Variable Antshrike - Thamnophilus caerulescens,2,Santuario Historico Machu Picchu--Catarata y Jardín Mandor,PE-CUS,08 Dec 2013,L1014805,S16015544
752,Uniform Antshrike - Thamnophilus unicolor,3,Arrierito Antioqueño ProAves Reserve,CO-ANT,01 Jan 2015,L603931,S21291966
753,White-shouldered Antshrike - Thamnophilus aethiops,1,Reserva Refugio Amazonas,PE-MDD,01 Jun 2015,L1755368,S23794391
754,Upland Antshrike - Thamnophilus aroyae,1,"-14.0801x-68.9248 - Dec 29, 2016, 12:53",PE-PUN,29 Dec 2016,L5192000,S33280460
755,Black-backed Antshrike - Thamnophilus melanonotus,1,Santa Marta--Minca to El Dorado Road ca. 600-1700 m,CO-MAG,19 Mar 2013,L1895777,S13635480
756,Amazonian Antshrike - Thamnophilus amazonicus,1,Manú Wildlife Center (Valqui A5.1),PE-MDD,24 Nov 2014,L599450,S21338902
757,Pearly Antshrike - Megastictus margaritatus,1,Carretera Marañón Pastaza,PE-LOR,09 Aug 2019,L4251001,S64197940
758,Plain Antvireo - Dysithamnus mentalis,1,Bosque de Protección Alto Mayo--Llanteria/Afluente vicinity (km 389-391),PE-SAM,18 May 2014,L1234162,S18791730
759,Dusky-throated Antshrike - Thamnomanes ardesiacus,1,Manú Learning Centre--Lodge,PE-MDD,12 Jun 2012,L1599931,S11037551
760,Cinereous Antshrike - Thamnomanes caesius,3,ExplorNapo Lodge,PE-LOR,04 Dec 2016,L592623,S32873173
761,Bluish-slate Antshrike - Thamnomanes schistogynus,,Carretera a Manú--Pilcopata a Atalaya (500-600m),PE-CUS,05 May 2012,L1004837,S10700382
762,Plain-throated Antwren - Isleria hauxwelli,1,Manú Wildlife Center (Valqui A5.1),PE-MDD,07 Oct 2015,L599450,S25712347
763,Spot-winged Antshrike - Pygiptila stellaris,1,Manú Wildlife Center (Valqui A5.1),PE-MDD,03 Aug 2014,L599450,S19607307
764,White-eyed Stipplethroat - Epinecrophylla leucophthalma,1,Manú Wildlife Center (Valqui A5.1),PE-MDD,04 Aug 2014,L599450,S19607568
765,Rufous-backed Stipplethroat - Epinecrophylla haematonota,2,Los Amigos Biological Station (CICRA),PE-MDD,01 Jul 2016,L492606,S30503186
766,Foothill Stipplethroat - Epinecrophylla spodionota,1,Carretera a Manú--Paso Acjanaco a Wayquecha,PE-CUS,25 Jul 2015,L1004822,S24452977
767,Ornate Stipplethroat - Epinecrophylla ornata,2,Carretera a Manú--Thousand-meter Bridge a Chontachacra (900-1100m),PE-CUS,08 Jun 2013,L1004835,S15264472
768,Rufous-tailed Stipplethroat - Epinecrophylla erythrura,1,Manú Wildlife Center (Valqui A5.1),PE-MDD,23 Nov 2015,L599450,S26037070
769,Pygmy Antwren - Myrmotherula brachyura,1,Romero Rainforest Lodge (300m),PE-MDD,25 Aug 2013,L2350758,S15139334
770,Moustached Antwren - Myrmotherula ignota,1,ExplorNapo Lodge,PE-LOR,10 Dec 2016,L592623,S32953899
771,Sclater's Antwren - Myrmotherula sclateri,1,Manú Wildlife Center (Valqui A5.1),PE-MDD,25 Nov 2015,L599450,S26037099
772,Amazonian Streaked-Antwren - Myrmotherula multostriata,,Cocha Salvador,PE-MDD,02 Nov 2012,L611716,S12201177
773,Stripe-chested Antwren - Myrmotherula longicauda,2,"PE-San Martin - -6.5800x-76.3007 - Jun 19, 2013, 6:21 PM",PE-SAM,17 Jun 2013,L2240361,S14473595
774,White-flanked Antwren - Myrmotherula axillaris,1,Pantiacolla Lodge,PE-MDD,24 Sep 2012,L2372696,S11683943
775,Slaty Antwren - Myrmotherula schisticolor,2,El Dorado ProAves Reserve,CO-MAG,27 Jan 2013,L652746,S12753607
776,Long-winged Antwren - Myrmotherula longipennis,1,Cocha Otorongo,PE-MDD,27 Aug 2013,L2352158,S15143929
777,Ihering's Antwren - Myrmotherula iheringi,1,Inkaterra Reserva Amazónica,PE-MDD,04 Dec 2013,L1787394,S15894609
778,Gray Antwren - Myrmotherula menetriesii,1,Pantiacolla Lodge,PE-MDD,23 Sep 2012,L2372696,S11683942
779,Banded Antbird - Dichrozona cincta,1,Romero Rainforest Lodge (300m),PE-MDD,26 Aug 2013,L2350758,S15140187
780,Creamy-bellied Antwren - Herpsilochmus motacilloides,1,"Oxapampa, Villa Rica (carretera 108)",PE-PAS,30 Apr 2016,L4549796,S29313382
781,Ash-throated Antwren - Herpsilochmus parkeri,1,Waqanki/Quebrada Mishquiyaquillo,PE-SAM,12 May 2016,L1849133,S29586545
782,Dugand's Antwren - Herpsilochmus dugandi,1,ExplorNapo Lodge--Amazon Canopy Walkway,PE-LOR,09 Dec 2016,L3404502,S32937329
783,Yellow-breasted Antwren - Herpsilochmus axillaris,2,Carretera a Manú--Tanager Corner a Thousand-meter Bridge (1100-1300m),PE-CUS,27 Jul 2014,L1004833,S19560043
784,Rusty-winged Antwren - Herpsilochmus frater,2,Quebrada Upaquihua,PE-SAM,19 May 2014,L2273658,S18791737
785,Dot-winged Antwren - Microrhopias quixensis,2,Carretera a Manú--Thousand-meter Bridge a Chontachacra (900-1100m),PE-CUS,28 Jul 2015,L1004835,S24453221
786,White-fringed Antwren - Formicivora grisea,2,Riohacha--Camarones [deserts and xeric shrublands],CO-LAG,20 Feb 2013,L2568025,S16050880
787,Rusty-backed Antwren - Formicivora rufa,2,Carretera Upaquihua,PE-SAM,17 Jun 2013,L976323,S14473591
788,Striated Antbird - Drymophila devillei,1,Manu Birding Lodge,PE-MDD,26 Sep 2012,L3601096,S11683947
789,Santa Marta Antbird - Drymophila hellmayri,1,Santa Marta--Minca to El Dorado Road ca. 600-1700 m,CO-MAG,19 Feb 2013,L1895777,S13635461
790,Streak-headed Antbird - Drymophila striaticeps,2,ACP Abra Patricia--Owlet Lodge,PE-AMA,16 Jun 2013,L1849237,S14557247
791,Peruvian Warbling-Antbird - Hypocnemis peruviana,,Boca Manu (pueblo),PE-MDD,04 Nov 2012,L3164561,S12201179
792,Yellow-breasted Warbling-Antbird - Hypocnemis subflava,,Carretera a Manú--Thousand-meter Bridge a Chontachacra (900-1100m),PE-CUS,11 Jun 2012,L1004835,S11037372
